0,1,2,3,4
1,139,2181,139,None
2,135,2193,135,None
3,130,2175,130,None
4,124,2211,124,None
5,129,2201,129,None
6,135,2215,135,None
7,121,2199,121,None
8,112,2213,112,None
9,154,2201,154,None
10,123,2203,123,None
11,187,2201,187,None
12,184,2195,184,None
13,172,2179,172,None
14,167,2207,167,None
15,180,2175,180,None
16,198,2175,198,None
17,201,2175,201,None
18,234,2173,234,None
19,190,2181,190,None
20,186,2181,186,None
21,183,2195,183,None
22,186,2185,186,None
23,183,2179,183,None
24,166,2193,166,None
25,195,2199,195,None
26,193,2179,193,None
27,184,2187,184,None
28,193,2175,193,None
29,203,2183,203,None
30,186,2177,186,None
31,209,2181,209,None
32,204,2179,204,None
33,174,2169,174,None
34,192,2177,192,None
35,170,2169,170,None
36,179,2161,179,None
37,163,2175,163,None
38,175,2175,175,None
39,189,2179,189,None
40,183,2175,183,None
41,179,2183,179,None
42,173,2179,173,None
43,193,2173,193,None
44,184,2171,184,None
45,192,2175,192,None
46,212,2183,212,None
47,207,2169,207,None
48,213,2173,213,None
49,241,2173,241,None
50,221,2173,221,None
51,235,2175,235,None
52,243,2179,243,None
53,222,2177,222,None
54,252,2177,252,None
55,234,2171,234,None
56,237,2171,237,None
57,243,2169,243,None
58,240,2187,240,None
59,285,2169,285,None
60,260,2173,260,None
61,278,2167,278,None
62,260,2183,260,None
63,265,2179,265,None
64,258,2185,258,None
65,242,2175,242,None
66,266,2171,266,None
67,249,2173,249,None
68,237,2173,237,None
69,267,2173,267,None
70,266,2163,266,None
71,241,2169,241,None
72,234,2175,234,None
73,217,2179,217,None
74,228,2179,228,None
75,247,2173,247,None
76,231,2173,231,None
77,219,2177,219,None
78,214,2175,214,None
79,234,2167,234,None
80,221,2171,221,None
81,216,2169,216,None
82,217,2165,217,None
83,204,2161,204,None
84,213,2163,213,None
85,233,2171,233,None
86,243,2173,243,None
87,256,2169,256,None
88,281,2165,281,None
89,250,2167,250,None
90,230,2169,230,None
91,237,2169,237,None
92,251,2173,251,None
93,262,2163,262,None
94,255,2169,255,None
95,251,2163,251,None
96,262,2175,262,None
97,251,2167,251,None
98,228,2171,228,None
99,281,2173,281,None
100,302,2173,302,None
101,265,2179,265,None
102,278,2175,278,None
103,254,2175,254,None
104,268,2161,268,None
105,264,2179,264,None
106,271,2161,271,None
107,310,2159,310,None
108,313,2173,313,None
109,294,2171,294,None
110,279,2167,279,None
111,270,2167,270,None
112,267,2167,267,None
113,316,2169,316,None
114,300,2167,300,None
115,267,2167,267,None
116,297,2173,297,None
117,292,2169,292,None
118,279,2179,279,None
119,306,2165,306,None
120,289,2181,289,None
121,305,2165,305,None
122,310,2179,310,None
123,291,2187,291,None
124,318,2173,318,None
125,313,2179,313,None
126,327,2183,327,None
127,297,2179,297,None
128,315,2171,315,None
129,339,2167,339,None
130,324,2171,324,None
131,316,2177,316,None
132,288,2177,288,None
133,313,2175,313,None
134,328,2171,328,None
135,319,2189,319,None
136,328,2167,328,None
137,353,2171,353,None
138,347,2173,347,None
139,354,2175,354,None
140,352,2165,352,None
141,364,2185,364,None
142,366,2165,366,None
143,351,2179,351,None
144,353,2169,353,None
145,329,2173,329,None
146,356,2173,356,None
147,337,2171,337,None
148,348,2169,348,None
149,347,2169,347,None
150,363,2169,363,None
151,372,2169,372,None
152,385,2171,385,None
153,371,2169,371,None
154,383,2169,383,None
155,353,2179,353,None
156,370,2161,370,None
157,364,2171,364,None
158,354,2171,354,None
159,366,2177,366,None
160,347,2165,347,None
161,367,2175,367,None
162,376,2165,376,None
163,354,2171,354,None
164,352,2171,352,None
165,362,2167,362,None
166,359,2169,359,None
167,347,2165,347,None
168,341,2169,341,None
169,322,2169,322,None
170,333,2165,333,None
171,327,2159,327,None
172,333,2161,333,None
173,325,2161,325,None
