0,1,2,3,4
291,139,2039,139,None
292,158,2049,158,None
293,124,2049,124,None
294,134,2051,134,None
295,130,2049,130,None
296,119,2047,119,None
297,150,2049,150,None
298,133,2047,133,None
299,134,2045,134,None
300,135,2047,135,None
301,131,2047,131,None
302,113,2047,113,None
303,136,2045,136,None
304,133,2047,133,None
305,144,2049,144,None
306,162,2045,162,None
307,140,2045,140,None
308,134,2049,134,None
309,133,2043,133,None
310,133,2047,133,None
311,127,2053,127,None
312,123,2047,123,None
313,126,2049,126,None
314,130,2045,130,None
315,122,2049,122,None
316,142,2045,142,None
317,143,2047,143,None
318,131,2047,131,None
319,139,2047,139,None
320,129,2047,129,None
321,134,2049,134,None
322,129,2043,129,None
323,124,2049,124,None
324,131,2047,131,None
325,140,2045,140,None
326,127,2047,127,None
327,129,2047,129,None
328,148,2045,148,None
329,119,2047,119,None
330,134,2049,134,None
331,153,2047,153,None
332,138,2045,138,None
333,134,2049,134,None
334,146,2045,146,None
335,134,2049,134,None
336,133,2047,133,None
337,118,2049,118,None
338,132,2049,132,None
339,145,2047,145,None
340,142,2045,142,None
341,122,2045,122,None
342,141,2047,141,None
343,142,2049,142,None
344,151,2047,151,None
345,144,2051,144,None
346,119,2047,119,None
347,126,2049,126,None
348,147,2047,147,None
349,161,2047,161,None
350,132,2045,132,None
351,131,2047,131,None
352,136,2041,136,None
353,134,2045,134,None
354,140,2049,140,None
355,123,2047,123,None
356,146,2045,146,None
357,139,2047,139,None
358,132,2041,132,None
359,141,2053,141,None
360,129,2047,129,None
361,139,2047,139,None
362,165,2047,165,None
363,134,2041,134,None
364,151,2047,151,None
365,136,2041,136,None
366,135,2047,135,None
367,146,2049,146,None
368,154,2049,154,None
369,140,2045,140,None
370,137,2047,137,None
371,155,2047,155,None
372,136,2049,136,None
373,119,2047,119,None
374,136,2045,136,None
375,161,2047,161,None
376,152,2049,152,None
377,134,2045,134,None
378,111,2047,111,None
379,105,2053,105,None
380,130,2049,130,None
381,129,2047,129,None
382,134,2049,134,None
383,122,2045,122,None
384,173,2047,173,None
385,113,2047,113,None
386,128,2045,128,None
387,127,2047,127,None
388,160,2045,160,None
389,170,2049,170,None
390,135,2047,135,None
391,133,2047,133,None
392,119,2047,119,None
393,137,2047,137,None
394,121,2047,121,None
395,116,2049,116,None
396,161,2047,161,None
397,107,2047,107,None
398,144,2049,144,None
399,111,2043,111,None
400,121,2047,121,None
401,164,2049,164,None
402,142,2049,142,None
403,148,2045,148,None
404,119,2047,119,None
405,128,2049,128,None
406,121,2047,121,None
407,120,2049,120,None
408,113,2047,113,None
409,144,2049,144,None
410,157,2047,157,None
411,136,2049,136,None
412,157,2047,157,None
413,139,2047,139,None
414,162,2045,162,None
415,156,2049,156,None
416,135,2047,135,None
417,125,2043,125,None
418,135,2047,135,None
419,138,2049,138,None
420,118,2053,118,None
421,123,2047,123,None
422,131,2043,131,None
423,151,2047,151,None
424,141,2047,141,None
425,117,2047,117,None
426,132,2049,132,None
